"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","vote","prtvede2","prtclede","stflife","stfeco","stfgov","stfdem","stfedu","stfhlth","blgetmg","gndr","yrbrn","region","ipcrtiv","imprich","ipeqopt","ipshabt","impsafe","impdiff","ipfrule","ipudrst","ipmodst","ipgdtim","impfree","iphlppl","ipsuces","ipstrgv","ipadvnt","ipbhprp","iprspot","iplylfr","impenv","imptrad","impfun","prob","stratum","psu"
"ESS9e03_2",9,"3.2","23.11.2023",14453,"DE",0.99946624,0.60218936,3.037345,1.8290569,1,3,3,8,6,2,5,5,3,2,1,1986,"DED",3,5,3,2,2,3,4,2,3,2,2,2,2,4,4,3,3,2,2,4,3,0.00012220745,303,5791
"ESS9e03_2",9,"3.2","23.11.2023",14488,"DE",0.99946624,1.0849521,3.037345,3.295374,1,3,66,9,8,4,3,3,6,2,1,1986,"DEE",2,4,2,3,2,2,2,2,2,2,2,2,2,2,5,5,2,2,2,2,1,0.00012220745,308,5800
"ESS9e03_2",9,"3.2","23.11.2023",14508,"DE",0.99946624,0.9954758,3.037345,3.0236034,1,3,2,9,8,3,3,8,6,2,1,1967,"DE9",1,5,1,5,2,2,2,2,2,2,1,2,2,2,5,2,3,1,2,2,3,0.00012220745,307,5798
"ESS9e03_2",9,"3.2","23.11.2023",14511,"DE",0.99946624,0.5333567,3.037345,1.6199883,3,66,1,6,9,8,9,8,8,2,1,1963,"DEA",2,3,2,2,2,1,3,1,1,3,8,1,1,2,5,3,1,3,1,2,1,0.00012220745,321,5828
"ESS9e03_2",9,"3.2","23.11.2023",14548,"DE",0.99946624,0.5333567,3.037345,1.6199883,1,3,66,9,8,5,4,5,6,2,1,1947,"DEA",3,4,3,5,2,2,4,2,2,2,2,3,4,3,3,3,4,2,1,3,3,0.00012220745,336,5856
"ESS9e03_2",9,"3.2","23.11.2023",14564,"DE",0.99946624,0.8702576,3.037345,2.6432726,1,2,66,6,4,3,2,3,3,2,1,1939,"DE9",2,3,2,2,2,2,2,2,1,2,2,2,2,1,3,2,3,2,1,1,1,0.00012220745,314,5812
"ESS9e03_2",9,"3.2","23.11.2023",14597,"DE",0.99946624,0.75969493,3.037345,2.3074555,1,2,2,9,8,5,5,4,8,2,2,1953,"DE9",1,6,1,6,3,4,4,1,3,4,1,1,6,6,3,4,6,1,1,4,3,0.00012220745,285,5776
"ESS9e03_2",9,"3.2","23.11.2023",14719,"DE",0.99946624,0.77993757,3.037345,2.3689394,1,4,2,8,4,2,10,5,2,2,2,1948,"DE7",3,6,1,3,3,1,3,2,4,3,1,1,3,2,5,3,3,1,1,5,2,0.00012220745,341,5867
"ESS9e03_2",9,"3.2","23.11.2023",14740,"DE",0.99946624,1.1010096,3.037345,3.344146,1,1,66,8,8,7,7,2,8,2,2,1974,"DEE",2,5,2,5,1,4,5,2,2,5,5,1,4,2,5,1,3,1,3,3,4,0.00012220745,309,5802
"ESS9e03_2",9,"3.2","23.11.2023",14780,"DE",0.99946624,0.8410545,3.037345,2.5545726,1,1,66,8,5,3,3,8,4,2,2,1954,"DED",2,5,2,3,2,2,3,1,2,2,3,2,3,2,4,2,3,1,1,2,1,0.00012220745,301,5788
"ESS9e03_2",9,"3.2","23.11.2023",14782,"DE",0.99946624,0.8889173,3.037345,2.6999485,2,66,66,8,6,88,5,88,88,2,2,1983,"DE9",4,4,2,3,2,2,2,2,2,2,3,2,2,3,4,2,5,2,1,4,2,0.00012220745,316,5816
"ESS9e03_2",9,"3.2","23.11.2023",14786,"DE",0.99946624,0.6628557,3.037345,2.0133214,1,4,66,4,7,7,7,5,7,2,2,1968,"DE2",3,5,2,4,3,5,3,3,3,5,4,3,5,3,5,4,8,2,2,3,4,0.00012220745,287,5759
"ESS9e03_2",9,"3.2","23.11.2023",14818,"DE",0.99946624,0.67466307,3.037345,2.0491846,3,66,66,5,7,1,1,5,9,1,1,1988,"DEA",2,5,2,2,2,4,3,2,3,2,2,3,3,1,5,2,3,2,1,1,2,0.00012220745,325,5835
"ESS9e03_2",9,"3.2","23.11.2023",14823,"DE",0.99946624,1.300543,3.037345,3.9501975,2,66,6,10,5,5,6,10,10,2,2,1996,"DE6",2,3,1,5,2,2,2,2,5,2,1,1,5,2,3,5,6,1,2,1,2,0.00012220745,346,5876
"ESS9e03_2",9,"3.2","23.11.2023",14830,"DE",0.99946624,2.054727,3.037345,6.240915,2,66,66,8,8,8,8,7,9,2,2,1940,"DEA",3,6,1,5,2,4,1,2,2,2,2,2,6,2,6,2,6,2,2,1,2,0.00012220745,333,5852
"ESS9e03_2",9,"3.2","23.11.2023",14834,"DE",0.99946624,0.7033356,3.037345,2.1362727,1,1,66,9,10,2,8,2,0,2,1,1976,"DE2",1,5,2,2,2,2,5,2,2,2,1,1,2,2,4,4,3,1,1,4,4,0.00012220745,288,5761
"ESS9e03_2",9,"3.2","23.11.2023",14844,"DE",0.99946624,0.48340285,3.037345,1.4682612,1,6,66,9,2,2,2,3,8,2,1,1957,"DE2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.00012220745,291,5767
"ESS9e03_2",9,"3.2","23.11.2023",14871,"DE",0.99946624,0.53260946,3.037345,1.6177187,1,2,2,7,6,3,1,2,7,2,1,1940,"DEE",3,5,3,2,2,3,2,2,2,2,2,2,2,1,4,2,2,1,1,2,2,0.00012220745,308,5801
"ESS9e03_2",9,"3.2","23.11.2023",14876,"DE",0.99946624,0.6123301,3.037345,1.8598577,1,88,66,10,7,5,8,8,8,2,2,1961,"DE2",3,3,1,6,1,2,4,2,3,2,1,3,5,1,2,2,5,2,1,3,2,0.00012220745,280,5746
"ESS9e03_2",9,"3.2","23.11.2023",14895,"DE",0.99946624,0.5440382,3.037345,1.6524316,1,5,1,10,10,3,9,7,8,2,1,1938,"DE6",2,5,2,6,4,2,2,2,4,2,2,1,4,5,6,2,4,2,2,2,4,0.00012220745,346,5876
"ESS9e03_2",9,"3.2","23.11.2023",14906,"DE",0.99946624,1.8340044,3.037345,5.570504,2,66,66,7,88,88,88,6,6,2,2,1928,"DED",5,5,2,3,2,5,2,2,2,2,2,2,8,1,5,1,5,2,2,2,3,0.00012220745,303,5792
"ESS9e03_2",9,"3.2","23.11.2023",14915,"DE",0.99946624,1.0877867,3.037345,3.3039834,1,2,2,2,5,4,3,7,5,1,2,1961,"DE7",6,6,4,4,2,6,1,6,1,4,6,1,6,1,6,1,2,6,1,1,6,0.00012220745,345,5877
"ESS9e03_2",9,"3.2","23.11.2023",14917,"DE",0.99946624,0.62394667,3.037345,1.8951412,1,4,4,8,10,5,5,7,4,2,1,1962,"DE1",1,4,2,2,2,1,3,2,2,2,2,2,2,2,4,3,3,1,1,2,2,0.00012220745,276,5739
"ESS9e03_2",9,"3.2","23.11.2023",15016,"DE",0.99946624,0.9954758,3.037345,3.0236034,2,66,66,6,4,3,1,5,4,2,1,1979,"DE9",2,5,3,3,2,2,5,3,3,2,2,3,3,3,3,3,3,2,2,3,3,0.00012220745,307,5808
"ESS9e03_2",9,"3.2","23.11.2023",15067,"DE",0.99946624,0.87987477,3.037345,2.6724832,1,6,6,7,7,2,3,4,8,2,1,1966,"DEG",3,3,2,2,3,2,2,2,5,3,1,1,2,1,5,2,2,1,1,2,3,0.00012220745,310,5805
"ESS9e03_2",9,"3.2","23.11.2023",15151,"DE",0.99946624,0.9634579,3.037345,2.926354,1,1,3,8,8,6,3,8,8,2,1,1959,"DED",2,5,2,2,2,5,5,2,2,4,2,1,6,2,5,3,5,2,1,3,5,0.00012220745,304,5794
"ESS9e03_2",9,"3.2","23.11.2023",15217,"DE",0.99946624,1.4444388,3.037345,4.387259,3,66,66,5,3,2,7,4,5,2,1,1967,"DE1",2,5,2,6,5,2,3,2,2,2,1,2,3,2,1,2,3,2,1,4,4,0.00012220745,273,5733
"ESS9e03_2",9,"3.2","23.11.2023",15233,"DE",0.99946624,0.96251893,3.037345,2.923502,3,66,4,9,7,88,88,8,8,2,2,2002,"DE2",2,3,1,3,2,2,2,3,3,1,2,2,3,2,3,3,3,1,1,3,2,0.00012220745,287,5759
"ESS9e03_2",9,"3.2","23.11.2023",15239,"DE",0.99946624,1.2697877,3.037345,3.8567832,1,1,77,4,5,5,5,7,4,2,2,1976,"DE4",1,2,2,3,1,2,1,1,1,1,1,1,3,1,4,1,3,1,1,3,3,0.00012220745,295,5775
"ESS9e03_2",9,"3.2","23.11.2023",15254,"DE",0.99946624,1.029105,3.037345,3.1257467,1,3,4,8,7,3,7,4,7,2,1,1952,"DEF",3,6,1,5,2,2,5,2,2,2,1,2,5,3,4,3,5,2,1,4,2,0.00012220745,313,5720
"ESS9e03_2",9,"3.2","23.11.2023",15266,"DE",0.99946624,1.029105,3.037345,3.1257467,1,2,2,8,7,3,7,6,6,2,1,1950,"DEF",3,5,2,3,2,2,2,1,2,2,3,1,4,2,4,4,3,1,1,2,2,0.00012220745,313,5720
"ESS9e03_2",9,"3.2","23.11.2023",15281,"DE",0.99946624,0.5084998,3.037345,1.5444893,2,66,6,5,5,0,9,4,10,2,1,1958,"DEF",5,6,1,5,2,5,2,1,1,2,5,1,2,1,6,5,4,1,6,1,6,0.00012220745,313,5810
"ESS9e03_2",9,"3.2","23.11.2023",15318,"DE",0.99946624,1.2501146,3.037345,3.797029,1,1,66,7,5,5,3,3,7,2,2,1976,"DEG",2,5,1,5,2,4,2,1,2,4,1,2,3,1,5,3,5,1,2,3,5,0.00012220745,311,5807
"ESS9e03_2",9,"3.2","23.11.2023",15340,"DE",0.99946624,0.67560714,3.037345,2.052052,1,77,66,8,7,7,8,2,8,2,2,1960,"DEA",4,4,2,5,3,4,5,2,2,3,1,3,3,2,5,4,3,1,1,4,5,0.00012220745,336,5856
"ESS9e03_2",9,"3.2","23.11.2023",15397,"DE",0.99946624,0.5333567,3.037345,1.6199883,1,1,1,9,9,3,7,3,7,2,1,1961,"DEA",3,4,1,6,4,4,4,2,3,2,2,3,4,4,5,5,5,2,3,2,3,0.00012220745,330,5847
"ESS9e03_2",9,"3.2","23.11.2023",15415,"DE",0.99946624,1.0877867,3.037345,3.3039834,1,88,66,10,8,1,9,5,7,2,2,1954,"DE7",5,6,3,5,3,4,5,3,3,3,2,2,5,5,6,5,5,2,3,2,5,0.00012220745,343,5871
"ESS9e03_2",9,"3.2","23.11.2023",15427,"DE",0.99946624,0.6969567,3.037345,2.1168978,1,4,66,9,8,5,6,3,5,2,2,1993,"DED",2,6,1,4,5,2,5,1,5,2,1,2,4,3,1,3,5,1,1,5,3,0.00012220745,304,5794
"ESS9e03_2",9,"3.2","23.11.2023",15432,"DE",0.99946624,0.8443996,3.037345,2.5647328,3,66,66,8,7,6,7,6,7,2,1,2003,"DE9",2,3,4,3,2,2,3,4,3,2,2,2,2,1,2,3,2,2,3,2,3,0.00012220745,285,5765
"ESS9e03_2",9,"3.2","23.11.2023",15448,"DE",0.99946624,0.88696927,3.037345,2.6940317,1,4,4,10,9,6,6,4,4,2,2,1989,"DE3",1,5,1,4,5,1,6,1,3,1,1,1,2,3,2,3,5,1,1,6,4,0.00012220745,294,5774
"ESS9e03_2",9,"3.2","23.11.2023",15474,"DE",0.99946624,1.4025502,3.037345,4.260029,1,6,66,10,5,5,5,3,8,2,1,1973,"DE3",2,6,2,5,3,2,5,4,2,2,2,2,5,3,5,4,3,2,2,2,4,0.00012220745,294,5774
"ESS9e03_2",9,"3.2","23.11.2023",15477,"DE",0.99946624,0.76636535,3.037345,2.3277159,1,3,3,7,7,4,6,7,4,2,1,1991,"DE3",3,5,1,2,5,2,6,2,4,2,1,2,4,5,5,3,4,2,3,4,1,0.00012220745,294,5774
"ESS9e03_2",9,"3.2","23.11.2023",15531,"DE",0.99946624,0.77601683,3.037345,2.3570309,1,1,1,10,10,4,9,8,8,2,1,1966,"DEA",1,5,1,5,1,5,5,3,3,3,3,3,3,3,5,2,1,1,1,5,5,0.00012220745,319,5824
"ESS9e03_2",9,"3.2","23.11.2023",15551,"DE",0.99946624,0.6123301,3.037345,1.8598577,1,2,4,2,4,3,8,4,6,2,2,1960,"DE2",3,4,1,4,2,3,3,2,1,3,2,1,3,3,5,2,3,1,1,2,5,0.00012220745,277,5741
"ESS9e03_2",9,"3.2","23.11.2023",15633,"DE",0.99946624,0.67466307,3.037345,2.0491846,1,88,77,8,8,7,6,5,4,2,1,1989,"DEA",2,5,2,4,5,2,5,2,3,2,2,2,3,2,3,2,3,2,2,4,3,0.00012220745,338,5861
"ESS9e03_2",9,"3.2","23.11.2023",15652,"DE",0.99946624,1.0794106,3.037345,3.2785423,1,4,4,10,10,2,8,4,6,2,1,1962,"DEA",1,5,1,1,4,2,5,1,3,1,2,2,1,4,3,5,6,1,2,3,3,0.00012220745,322,5829
"ESS9e03_2",9,"3.2","23.11.2023",15671,"DE",0.99946624,1.2898223,3.037345,3.9176354,1,2,66,10,2,3,3,8,3,2,2,1983,"DE1",1,6,3,3,5,2,3,2,2,2,2,2,4,2,3,3,2,2,2,1,2,0.00012220745,355,5896
"ESS9e03_2",9,"3.2","23.11.2023",15700,"DE",0.99946624,0.84228384,3.037345,2.5583065,1,6,6,8,8,4,4,3,5,2,2,1973,"DE4",2,5,4,3,3,2,2,2,2,2,2,2,5,4,5,4,5,4,2,1,3,0.00012220745,297,5778
"ESS9e03_2",9,"3.2","23.11.2023",15716,"DE",0.99946624,0.9847162,3.037345,2.9909227,1,1,66,6,7,4,4,6,7,2,1,1989,"DE2",3,4,2,3,3,3,6,3,2,2,3,3,2,3,3,3,2,2,2,2,2,0.00012220745,281,5747
"ESS9e03_2",9,"3.2","23.11.2023",15728,"DE",0.99946624,1.2347225,3.037345,3.750278,1,4,3,7,7,8,7,4,4,2,1,1974,"DEA",3,2,2,4,2,3,5,2,1,1,2,2,2,2,5,2,4,2,1,2,2,0.00012220745,333,5851
"ESS9e03_2",9,"3.2","23.11.2023",15730,"DE",0.99946624,1.4444388,3.037345,4.387259,1,77,66,9,9,5,5,7,5,2,1,1980,"DE1",2,2,2,3,4,4,3,2,4,1,1,2,1,2,4,2,2,1,2,2,3,0.00012220745,270,5725
"ESS9e03_2",9,"3.2","23.11.2023",15763,"DE",0.99946624,0.62394667,3.037345,1.8951412,1,2,5,10,7,2,4,2,7,2,1,1948,"DE1",1,4,1,5,4,2,5,1,2,2,1,3,2,1,3,2,3,1,1,5,5,0.00012220745,272,5730
"ESS9e03_2",9,"3.2","23.11.2023",15790,"DE",0.99946624,0.9841161,3.037345,2.9891,1,1,1,10,7,5,7,6,4,2,2,1971,"DED",4,5,2,4,1,4,3,3,2,4,4,2,5,2,6,3,4,2,3,2,5,0.00012220745,302,5790
"ESS9e03_2",9,"3.2","23.11.2023",15799,"DE",0.99946624,0.67752254,3.037345,2.0578697,1,88,2,0,9,8,3,8,4,2,2,1928,"DEB",1,6,1,2,6,1,6,1,8,1,1,3,8,6,1,6,4,1,1,6,6,0.00012220745,350,5884
"ESS9e03_2",9,"3.2","23.11.2023",15816,"DE",0.99946624,0.9449475,3.037345,2.8701315,1,9,66,9,6,4,3,6,7,2,2,1963,"DEB",4,3,4,4,1,4,4,3,2,2,3,2,5,3,6,2,3,2,3,3,4,0.00012220745,350,5885
"ESS9e03_2",9,"3.2","23.11.2023",15839,"DE",0.99946624,1.0279557,3.037345,3.1222558,1,3,3,9,8,88,8,6,7,2,2,1997,"DE9",2,4,1,5,3,3,2,1,3,2,2,1,4,4,2,3,5,1,3,4,3,0.00012220745,296,5754
"ESS9e03_2",9,"3.2","23.11.2023",15860,"DE",0.99946624,0.9984468,3.037345,3.0326273,1,2,2,8,8,7,8,5,6,2,2,1940,"DEC",2,5,2,5,5,3,2,2,4,3,2,4,5,4,5,4,5,2,1,5,5,0.00012220745,293,5772
"ESS9e03_2",9,"3.2","23.11.2023",15879,"DE",0.99946624,1.2898223,3.037345,3.9176354,2,66,4,8,7,7,6,5,8,2,2,1976,"DE1",2,4,5,4,3,2,5,2,4,1,1,3,4,2,2,3,4,2,2,5,2,0.00012220745,353,5892
"ESS9e03_2",9,"3.2","23.11.2023",15914,"DE",0.99946624,1.2347225,3.037345,3.750278,1,5,66,7,3,2,0,1,2,2,1,1976,"DEA",1,3,3,3,1,2,3,3,4,2,1,2,2,1,3,2,1,2,1,2,3,0.00012220745,322,5830
"ESS9e03_2",9,"3.2","23.11.2023",15938,"DE",0.99946624,1.1025547,3.037345,3.3488388,1,88,66,4,4,0,0,2,2,2,2,1966,"DEA",4,4,2,2,2,4,3,1,3,2,3,2,2,4,5,2,3,2,2,3,4,0.00012220745,330,5847
"ESS9e03_2",9,"3.2","23.11.2023",15942,"DE",0.99946624,0.707703,3.037345,2.149538,1,1,1,9,9,4,8,5,9,2,2,1987,"DE2",2,3,1,3,2,2,1,2,5,2,1,2,3,2,4,3,4,1,2,3,3,0.00012220745,291,5767
"ESS9e03_2",9,"3.2","23.11.2023",15990,"DE",0.99946624,0.7892537,3.037345,2.3972359,3,66,66,0,5,88,8,88,9,1,1,1984,"DE1",2,3,2,4,4,3,4,2,4,3,1,3,1,2,3,4,2,2,1,1,2,0.00012220745,276,5738
"ESS9e03_2",9,"3.2","23.11.2023",16033,"DE",0.99946624,0.75969493,3.037345,2.3074555,1,2,1,3,5,3,6,8,0,2,2,1936,"DE9",2,5,3,5,2,5,2,2,2,1,2,2,4,2,3,1,2,2,1,3,1,0.00012220745,314,5813
"ESS9e03_2",9,"3.2","23.11.2023",16057,"DE",0.99946624,2.4037201,3.037345,7.300927,1,1,1,9,7,4,7,6,8,2,2,1953,"DE1",2,6,5,5,2,5,2,1,2,5,1,2,3,2,5,2,3,2,2,1,6,0.00012220745,276,5738
"ESS9e03_2",9,"3.2","23.11.2023",16092,"DE",0.99946624,0.8540229,3.037345,2.5939622,1,5,66,10,10,0,4,3,8,2,2,1940,"DE2",4,6,1,6,2,2,3,2,2,2,1,1,3,1,5,2,5,2,1,3,4,0.00012220745,277,5741
"ESS9e03_2",9,"3.2","23.11.2023",16099,"DE",0.99946624,0.99928993,3.037345,3.0351882,1,77,77,8,7,4,2,6,5,2,2,1974,"DE2",1,4,3,6,2,3,3,1,1,3,1,1,3,1,4,3,5,1,2,2,3,0.00012220745,278,5742
"ESS9e03_2",9,"3.2","23.11.2023",16117,"DE",0.99946624,0.9449475,3.037345,2.8701315,1,1,1,9,6,5,6,5,6,2,2,1940,"DEB",2,5,2,3,1,5,3,1,2,5,1,2,3,2,6,1,1,1,1,2,5,0.00012220745,348,5881
"ESS9e03_2",9,"3.2","23.11.2023",16146,"DE",0.99946624,1.262747,3.037345,3.8353984,1,5,1,6,4,2,3,3,5,2,1,1948,"DE1",2,5,3,3,1,2,4,2,2,1,2,2,3,2,5,2,3,1,3,1,1,0.00012220745,356,5722
"ESS9e03_2",9,"3.2","23.11.2023",16162,"DE",0.99946624,1.262747,3.037345,3.8353984,3,66,66,9,9,5,1,5,7,1,1,1963,"DE1",1,5,2,5,2,6,4,2,4,2,2,2,3,2,6,3,3,2,4,3,6,0.00012220745,274,5734
"ESS9e03_2",9,"3.2","23.11.2023",16174,"DE",0.99946624,0.9634579,3.037345,2.926354,1,2,66,7,6,5,4,4,6,2,1,1949,"DED",2,4,1,2,2,3,3,2,3,2,2,2,2,2,4,3,4,3,3,3,4,0.00012220745,301,5786
"ESS9e03_2",9,"3.2","23.11.2023",16178,"DE",0.99946624,0.8889173,3.037345,2.6999485,1,88,66,8,6,7,8,9,8,2,2,1967,"DE9",4,2,1,2,2,2,1,1,3,1,2,1,1,1,5,2,2,1,2,2,3,0.00012220745,316,5816
"ESS9e03_2",9,"3.2","23.11.2023",16259,"DE",0.99946624,0.8307618,3.037345,2.5233102,1,3,3,8,7,5,6,3,3,2,2,1982,"DE3",2,6,1,4,2,2,6,3,3,3,3,1,4,4,4,4,5,2,2,3,4,0.00012220745,294,5774
"ESS9e03_2",9,"3.2","23.11.2023",16278,"DE",0.99946624,0.76743764,3.037345,2.330973,1,77,77,9,3,3,6,2,2,1,2,1960,"DE3",1,6,3,6,6,4,6,2,5,3,1,3,5,5,6,6,3,2,1,5,6,0.00012220745,294,5774
"ESS9e03_2",9,"3.2","23.11.2023",16338,"DE",0.99946624,1.1437562,3.037345,3.4739819,2,66,66,9,4,4,4,4,4,2,1,1939,"DEC",3,5,5,4,2,4,5,3,3,4,2,3,3,2,4,4,4,3,2,3,4,0.00012220745,293,5772
"ESS9e03_2",9,"3.2","23.11.2023",16368,"DE",0.99946624,1.029105,3.037345,3.1257467,1,6,66,4,3,1,3,4,6,2,1,1960,"DEF",2,5,2,3,4,1,4,2,3,4,1,1,3,1,2,4,5,1,1,2,5,0.00012220745,335,5843
"ESS9e03_2",9,"3.2","23.11.2023",16405,"DE",0.99946624,1.0832516,3.037345,3.2902088,3,66,4,9,8,8,9,5,9,2,2,2001,"DE6",2,5,1,2,3,1,2,1,6,1,1,1,2,1,1,6,6,1,1,6,2,0.00012220745,346,5876
"ESS9e03_2",9,"3.2","23.11.2023",16406,"DE",0.99946624,1.1020863,3.037345,3.3474162,1,1,1,8,7,6,5,4,6,2,1,1973,"DED",3,2,3,4,3,5,4,3,4,2,3,3,2,2,4,2,2,2,4,4,4,0.00012220745,304,5793
"ESS9e03_2",9,"3.2","23.11.2023",16467,"DE",0.99946624,1.070353,3.037345,3.2510314,1,1,66,8,4,4,8,6,7,2,2,1946,"DE3",5,6,2,5,3,5,3,2,2,2,2,1,3,2,6,2,4,2,2,2,5,0.00012220745,294,5774
"ESS9e03_2",9,"3.2","23.11.2023",16480,"DE",0.99946624,0.85620743,3.037345,2.6005974,1,2,66,9,5,4,4,4,4,2,2,1999,"DE9",2,5,2,5,2,2,5,2,2,2,1,2,3,5,3,3,5,1,3,3,2,0.00012220745,314,5812
"ESS9e03_2",9,"3.2","23.11.2023",16501,"DE",0.99946624,0.6123301,3.037345,1.8598577,1,88,4,9,8,4,7,7,8,2,2,1950,"DE2",5,5,8,3,1,5,5,1,3,5,3,2,5,3,5,3,1,1,1,6,6,0.00012220745,280,5745
"ESS9e03_2",9,"3.2","23.11.2023",16599,"DE",0.99946624,0.7808356,3.037345,2.3716671,1,4,4,9,9,8,10,2,2,2,2,1993,"DEA",1,3,1,2,6,1,6,2,4,1,1,3,2,8,2,6,5,2,1,6,1,0.00012220745,330,5845
"ESS9e03_2",9,"3.2","23.11.2023",16662,"DE",0.99946624,0.53260946,3.037345,1.6177187,1,1,1,8,8,6,5,2,4,2,1,1948,"DEE",5,5,5,5,2,5,2,2,2,3,2,3,3,1,6,2,4,1,3,2,4,0.00012220745,306,5799
"ESS9e03_2",9,"3.2","23.11.2023",16687,"DE",0.99946624,0.99928993,3.037345,3.0351882,1,1,66,8,8,6,7,8,8,2,2,1966,"DE2",2,5,2,4,2,3,4,2,4,2,3,2,3,1,4,4,3,1,1,3,4,0.00012220745,284,5755
"ESS9e03_2",9,"3.2","23.11.2023",16693,"DE",0.99946624,0.77601683,3.037345,2.3570309,1,4,3,9,10,6,9,7,5,2,1,1968,"DEA",1,6,1,1,5,2,6,4,4,3,1,1,5,5,4,5,5,1,2,6,3,0.00012220745,325,5835
"ESS9e03_2",9,"3.2","23.11.2023",16706,"DE",0.99946624,0.75969493,3.037345,2.3074555,1,1,66,10,8,7,7,7,8,2,2,1958,"DE9",2,6,2,4,3,2,2,1,3,3,1,2,3,3,4,3,2,2,3,4,5,0.00012220745,316,5817
"ESS9e03_2",9,"3.2","23.11.2023",16709,"DE",0.99946624,0.48340285,3.037345,1.4682612,1,1,1,10,5,6,6,6,7,2,1,1937,"DE2",2,5,3,5,3,4,5,3,2,3,2,2,2,2,5,2,3,2,3,3,5,0.00012220745,282,5749
"ESS9e03_2",9,"3.2","23.11.2023",16724,"DE",0.99946624,0.91345966,3.037345,2.774492,1,1,66,8,8,7,7,6,8,2,2,1995,"DE1",1,5,1,1,1,3,5,1,3,1,1,1,2,1,2,5,4,1,3,3,1,0.00012220745,271,5727
"ESS9e03_2",9,"3.2","23.11.2023",16743,"DE",0.99946624,1.0473378,3.037345,3.181126,3,66,66,8,7,4,7,10,10,2,1,1989,"DEA",4,5,2,5,2,3,3,5,2,4,4,2,5,2,6,3,5,3,3,3,5,0.00012220745,336,5856
"ESS9e03_2",9,"3.2","23.11.2023",16745,"DE",0.99946624,0.7788477,3.037345,2.3656292,1,5,66,7,5,3,7,2,8,1,1,1991,"DE7",4,3,4,3,3,3,2,3,3,2,3,3,2,3,2,3,2,2,2,3,3,0.00012220745,341,5868
"ESS9e03_2",9,"3.2","23.11.2023",16785,"DE",0.99946624,1.0778979,3.037345,3.2739477,1,6,66,8,4,1,1,0,1,1,1,1943,"DEE",2,5,3,4,2,3,4,5,3,2,2,1,2,1,3,2,3,2,2,5,3,0.00012220745,308,5801
"ESS9e03_2",9,"3.2","23.11.2023",16818,"DE",0.99946624,0.77821714,3.037345,2.363714,1,3,3,6,6,1,5,4,4,2,1,1979,"DEB",3,5,1,4,3,3,4,2,2,4,2,2,4,4,5,4,2,1,1,2,5,0.00012220745,347,5879
"ESS9e03_2",9,"3.2","23.11.2023",16836,"DE",0.99946624,0.87595314,3.037345,2.6605718,1,2,66,8,7,3,9,8,7,2,1,1992,"DE9",2,5,1,3,1,4,2,2,2,2,1,2,2,2,5,3,2,1,2,3,3,0.00012220745,315,5814
"ESS9e03_2",9,"3.2","23.11.2023",16857,"DE",0.99946624,1.0473378,3.037345,3.181126,3,66,66,10,10,7,8,6,10,2,1,2003,"DEA",1,4,2,1,4,3,4,2,3,2,1,2,3,2,4,5,3,1,4,4,2,0.00012220745,334,5853
"ESS9e03_2",9,"3.2","23.11.2023",16881,"DE",0.99946624,2.054727,3.037345,6.240915,2,66,66,2,3,88,88,88,7,2,2,1959,"DEA",8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.00012220745,320,5826
"ESS9e03_2",9,"3.2","23.11.2023",16940,"DE",0.99946624,1.2501146,3.037345,3.797029,1,4,66,7,6,3,5,7,4,2,2,1965,"DEG",2,5,2,5,1,3,2,2,1,3,2,3,5,1,5,2,5,2,1,2,4,0.00012220745,310,5805
"ESS9e03_2",9,"3.2","23.11.2023",16969,"DE",0.99946624,1.2347225,3.037345,3.750278,1,1,66,7,4,3,5,8,4,1,1,1980,"DEA",1,5,2,4,5,2,5,2,2,2,2,2,5,4,2,5,5,2,1,1,2,0.00012220745,325,5835
"ESS9e03_2",9,"3.2","23.11.2023",16973,"DE",0.99946624,0.87595314,3.037345,2.6605718,1,1,66,8,9,6,8,7,8,2,1,1997,"DE9",3,5,2,5,3,2,2,1,2,3,3,1,3,1,3,3,6,1,2,3,3,0.00012220745,285,5765
"ESS9e03_2",9,"3.2","23.11.2023",16994,"DE",0.99946624,1.1025547,3.037345,3.3488388,1,4,4,9,8,4,6,4,6,2,2,1969,"DEA",2,5,1,4,3,2,4,2,3,3,2,3,5,5,3,4,5,3,1,3,3,0.00012220745,327,5839
"ESS9e03_2",9,"3.2","23.11.2023",17000,"DE",0.99946624,1.4483118,3.037345,4.3990226,1,3,4,9,5,4,3,3,7,2,2,1998,"DE3",2,4,2,1,5,3,5,2,6,3,2,1,2,3,4,3,1,1,1,4,3,0.00012220745,294,5774
"ESS9e03_2",9,"3.2","23.11.2023",17029,"DE",0.99946624,0.82923424,3.037345,2.5186703,1,1,1,8,8,4,5,7,9,2,2,1980,"DEG",5,5,3,5,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,0.00012220745,311,5806
"ESS9e03_2",9,"3.2","23.11.2023",17042,"DE",0.99946624,2.4037201,3.037345,7.300927,1,1,1,9,7,4,4,8,8,2,2,1939,"DE1",2,5,1,5,2,2,2,1,2,2,2,1,4,1,5,2,6,3,1,1,2,0.00012220745,271,5728
